업체코드,ID,리뷰내용,작성일,평가카테고리
ST013,taste_kr_01,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-01-25,주차하기 편해요
ST013,전주역이용객,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-02-03,특별한 날 가기 좋아요
ST013,foodlover_C,비빔밥 하나 시키면 반찬이 엄청 많이 나와요. 든든해요.,2026-01-16,주차하기 편해요
ST013,먹방러_01,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주육회비빔밥(전북대점) 최고!,2026-05-24,혼밥하기 좋아요
ST013,foodlover_D,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-03-26,특별한 날 가기 좋아요
ST013,korea_food_map,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-04-16,주차하기 불편해요
ST013,한옥마을관광,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-04-19,가격이 비싸요
ST013,jeonju_local,테이블 간격이 너무 좁아서 불편했어요.,2026-03-15,위생이 아쉬워요
ST013,먹방러_04,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-03-21,친절해요
ST014,맛집블로거,콩심 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-03-14,특별한 날 가기 좋아요
ST014,먹방러_02,친구랑 같이 왔는데 둘 다 너무 만족했어요. 콩심 최고!,2026-05-05,또 오고 싶어요
ST014,맛집헌터E,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-20,혼밥하기 좋아요
ST014,food_diary_jj,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-02-26,깨끗해요
ST014,피순대국밥팬,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-06-03,맛이 별로예요
ST014,홍길동123,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-02,불친절해요
ST014,칼국수러버,테이블 간격이 너무 좁아서 불편했어요.,2026-03-19,불친절해요
ST014,갈비사랑,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-02-05,가격이 비싸요
ST014,주말여행자,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-03-16,대기시간이 길어요
ST014,삼천동리뷰,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-01-31,친절해요
ST014,taste_hunter99,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-05-08,양이 적어요
ST014,taste_kr_01,가격 대비 양도 많고 맛도 훌륭해요. 콩심 단골 됐어요.,2026-02-14,혼밥하기 좋아요
ST014,jb_local_guide,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-04-08,대기시간이 길어요
ST014,전주맛집B,가격 대비 양도 많고 맛도 훌륭해요. 콩심 단골 됐어요.,2026-02-28,단체모임 하기 좋아요
ST014,review_kr_04,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-24,분위기가 좋아요
ST014,한옥마을관광,친구랑 같이 왔는데 둘 다 너무 만족했어요. 콩심 최고!,2026-01-19,양이 많아요
ST014,맛있는하루,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-04-22,맛있어요
ST015,다가동미식,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-02-08,양이 많아요
ST015,taste_kr_03,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-01-18,양이 적어요
ST015,user_전주_01,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-04-24,또 오고 싶어요
ST015,덕진구주민,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-03-12,분위기가 좋아요
ST015,먹방러_02,가격 대비 양도 많고 맛도 훌륭해요. 오래된정원 단골 됐어요.,2026-01-15,특별한 날 가기 좋아요
ST015,한옥마을관광,오랜만에 왔는데 변함없이 맛있네요. 오래된정원 강추!,2026-05-10,특별한 날 가기 좋아요
ST015,전북대생,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-03-21,가격이 비싸요
ST015,food_jb_04,가격 대비 양도 많고 맛도 훌륭해요. 오래된정원 단골 됐어요.,2026-04-26,또 오고 싶어요
ST015,jeollabuk_go,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-01-15,분위기가 별로예요
ST015,신시가지거주자,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-03-15,특별한 날 가기 좋아요
ST015,한옥마을단골,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-01-24,불친절해요
ST015,먹방러_03,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-05-10,불친절해요
ST015,막걸리투어,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-04-29,깨끗해요
ST015,jbfoodie_04,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-22,깨끗해요
ST015,맛있는하루,오래된정원 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-26,양이 많아요
ST016,한옥마을단골,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-17,친절해요
ST016,맛집지도앱,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-10,가성비가 좋아요
ST016,전주맛집D,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-15,혼밥하기 좋아요
ST016,jeollabuk_go,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-03-28,깨끗해요
ST016,jb_local_guide,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-06-02,주차하기 편해요
ST016,고속터미널근처,테이블 간격이 너무 좁아서 불편했어요.,2026-02-09,양이 적어요
ST016,맛집순례자,친구랑 같이 왔는데 둘 다 너무 만족했어요. 화심순두부(전북대점) 최고!,2026-02-16,깨끗해요
ST016,국밥매니아,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-04-23,깨끗해요
ST016,food_diary_jj,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-04-16,또 오고 싶어요
ST016,객사주변직장인,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-02,주차하기 불편해요
ST016,taste_kr_04,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-06-06,대기시간이 길어요
ST016,저녁식사파,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-04-25,가격이 비싸요
ST016,전주맛지도,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-05-17,깨끗해요
ST016,단골손님이씨,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-03-21,주차하기 편해요
ST016,user_전주_01,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-02-19,또 오고 싶어요
ST016,신시가지거주자,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-05-27,불친절해요
ST016,taste_kr_03,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-29,친절해요
ST016,전주야경감상,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-05-09,재방문 의사 없어요
ST016,전주맛집A,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-04-18,양이 많아요
ST017,단골손님이씨,친구랑 같이 왔는데 둘 다 너무 만족했어요. 하숙생갈비 최고!,2026-04-18,가성비가 좋아요
ST017,food_jb_03,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-01-17,맛있어요
ST017,맛집블로거,오랜만에 왔는데 변함없이 맛있네요. 하숙생갈비 강추!,2026-05-08,또 오고 싶어요
ST017,먹방러_03,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-18,양이 많아요
ST017,맛집지도,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-06-11,불친절해요
ST017,맛집헌터B,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-05-28,친절해요
ST017,yummy_jeonju,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-16,위생이 아쉬워요
ST017,jeonju_review05,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-01-01,깨끗해요
ST017,한옥마을관광,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-03,친절해요
ST017,jbfoodie_02,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-17,분위기가 좋아요
ST017,맛집평론가,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-01-22,맛있어요
ST017,맛집헌터E,하숙생갈비 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-03,또 오고 싶어요
ST017,순대국밥러버,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-05-15,위생이 아쉬워요
ST017,전주맛집E,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-05-10,또 오고 싶어요
ST017,review_kr_05,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-05-22,위생이 아쉬워요
ST017,jbfood_lover,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-10,양이 많아요
ST018,객사맛집,가마솥국밥 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-21,또 오고 싶어요
ST018,먹방러_05,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-16,분위기가 좋아요
ST018,전주맛집E,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-03-17,단체모임 하기 좋아요
ST018,송천동맛집,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-01-27,맛있어요
ST018,삼천동리뷰,오랜만에 왔는데 변함없이 맛있네요. 가마솥국밥 강추!,2026-03-17,맛있어요
ST018,효자동단골,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-04-25,가성비가 좋아요
ST018,jeonju_review05,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-02-12,대기시간이 길어요
ST018,taste_kr_04,테이블 간격이 너무 좁아서 불편했어요.,2026-03-31,맛이 별로예요
ST018,taste_kr_05,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-01-11,가성비가 좋아요
ST018,한옥마을관광,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-06-07,가격이 비싸요
ST018,taste_kr_02,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-12,맛있어요
ST018,홍길동123,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-01-20,특별한 날 가기 좋아요
ST018,추어탕마니아,이른 아침부터 문 열어서 해장하기 딱 좋아요.,2026-04-04,혼밥하기 좋아요
ST018,맛집헌터B,콩나물이 아삭하고 국물이 개운해요. 해장국으로 최고!,2026-02-10,특별한 날 가기 좋아요
ST018,punpun_eats,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-02-06,양이 적어요
ST018,taste_kr_03,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-01-09,가격이 비싸요
ST018,전북맛집,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-18,대기시간이 길어요
ST018,리뷰어_박씨,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-04,분위기가 별로예요
ST019,남부시장단골,가격이 꽤 나오는데 양이 좀 부족한 느낌이에요.,2026-05-22,재방문 의사 없어요
ST019,jbfoodie_02,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-05,친절해요
ST019,food_jb_05,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-22,양이 많아요
ST019,jb_local_guide,전반적으로 음식 수준이 높아요. 외국인 친구 데려오기 좋은 곳.,2026-06-06,분위기가 좋아요
ST019,jeonju_trip,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-17,단체모임 하기 좋아요
ST019,서신동먹자,가격 대비 양도 많고 맛도 훌륭해요. 전주쌈밥 단골 됐어요.,2026-04-12,주차하기 편해요
ST019,user_전주_03,가격 대비 양도 많고 맛도 훌륭해요. 전주쌈밥 단골 됐어요.,2026-05-15,분위기가 좋아요
ST019,jeonju_review01,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-04-15,단체모임 하기 좋아요
ST019,jbfoodie_03,코스 요리처럼 음식이 계속 나와요. 대접받는 기분!,2026-01-19,양이 많아요
ST019,전북맛집,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-03-23,양이 적어요
ST019,전북대생,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주쌈밥 최고!,2026-04-26,단체모임 하기 좋아요
ST019,맛집헌터C,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-30,대기시간이 길어요
ST019,foodlover_B,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-05-31,양이 적어요
ST019,전주살이,전주쌈밥 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-03,가성비가 좋아요
ST019,taste_kr_01,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-05-09,대기시간이 길어요
ST019,홍길동123,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-02-01,재방문 의사 없어요
ST019,미식여행자,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-03-19,친절해요
ST020,신시가지거주자,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-05-12,분위기가 별로예요
ST020,foodlover_D,친구랑 같이 왔는데 둘 다 너무 만족했어요. 대동문 최고!,2026-01-28,주차하기 편해요
ST020,인후동탐방,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-03-03,깨끗해요
ST020,food_jb_05,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-01,깨끗해요
ST020,친구모임장소,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-04-26,가성비가 좋아요
ST020,맛집소개정씨,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-02-06,주차하기 불편해요
ST020,foodstagram_kr,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-01-13,위생이 아쉬워요
ST020,아침밥러버,대동문 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-09,단체모임 하기 좋아요
ST020,jeonju_review03,대동문 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-03-05,맛있어요
ST020,전주관광객,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-25,맛이 별로예요
ST020,jbfoodie_03,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-03-22,단체모임 하기 좋아요
ST020,foodie_korea,테이블 간격이 너무 좁아서 불편했어요.,2026-02-10,가격이 비싸요
ST020,review_kr_03,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-05-12,양이 적어요
ST020,효자동단골,가격 대비 양도 많고 맛도 훌륭해요. 대동문 단골 됐어요.,2026-05-08,가성비가 좋아요
ST020,jbfood_lover,오랜만에 왔는데 변함없이 맛있네요. 대동문 강추!,2026-01-24,깨끗해요
